Pattern,Count
JJ CD ,0.00044958515551559244
JJ NN NN NNS ,0.0004087137777414477
NN VBP ,0.0004087137777414477
VBN NN ,0.0003882780888543753
NN VBD ,0.0003678423999673029
JJ CD NNS ,0.0003678423999673029
JJ NN VBG ,0.0003678423999673029
RB NN ,0.00034740671108023053
JJ VBD ,0.00034740671108023053
NN NN JJ ,0.00032697102219315813
JJ JJ JJ NN ,0.00032697102219315813
VBN NNS ,0.00032697102219315813
JJS ,0.00032697102219315813
JJR NN NN ,0.0003065353333060857
JJ JJ JJ ,0.0003065353333060857
JJ NN RB ,0.0002860996444190134
JJ NN VBZ ,0.0002860996444190134
DT ,0.0002860996444190134
VBD NNS ,0.0002860996444190134
JJ NN JJ NN ,0.000265663955531941
IN ,0.000265663955531941
JJ VB NN ,0.000265663955531941
VBZ NN ,0.000265663955531941
DT NN ,0.0002452282666448686
JJ NNS JJ ,0.0002452282666448686
JJ VBG NN ,0.0002452282666448686
IN NN ,0.0002452282666448686
NN NN CD ,0.0002452282666448686
NN JJ NN NN ,0.0002452282666448686
NN DT NN ,0.0002452282666448686
NNS VBP ,0.00022479257775779622
VBD JJ NN ,0.00022479257775779622
JJ NNS NN ,0.00022479257775779622
CD JJ ,0.00022479257775779622
VBP NNS ,0.00020435688887072384
JJR NN NNS ,0.00020435688887072384
NN DT ,0.00020435688887072384
PRP ,0.00020435688887072384
VB NN NN ,0.00018392119998365144
FW ,0.00018392119998365144
FW NN ,0.00018392119998365144
NN NNS JJ ,0.00018392119998365144
NN NN VBZ ,0.00016348551109657906
JJ VBN NN ,0.00016348551109657906
VBD JJ ,0.00016348551109657906
VBD NN NN ,0.00016348551109657906
RB JJ ,0.00016348551109657906
VB JJ NN ,0.00016348551109657906
JJ NN CD ,0.00016348551109657906
NNS PRP ,0.00016348551109657906
JJ NNS NNS ,0.00016348551109657906
JJ RB NN ,0.00016348551109657906
JJ NN IN NN ,0.00016348551109657906
JJ NN PRP ,0.0001430498222095067
NN NN VBG ,0.0001430498222095067
RB NNS ,0.0001430498222095067
VB JJ NNS ,0.0001430498222095067
JJR JJ ,0.0001430498222095067
NNS DT NN ,0.0001430498222095067
JJ VBG NNS ,0.0001430498222095067
JJ JJ JJ NNS ,0.0001430498222095067
NN NN NN NNS ,0.0001430498222095067
NN CD NN ,0.0001430498222095067
JJ NN JJ NNS ,0.0001226141333224343
VBN NN NN ,0.0001226141333224343
NN CC NN ,0.0001226141333224343
VBN JJ NN ,0.0001226141333224343
RBR ,0.0001226141333224343
NN NNS RB ,0.0001226141333224343
JJR JJ NN ,0.0001226141333224343
NN CD VBZ ,0.0001226141333224343
RB JJ NNS ,0.0001226141333224343
VBN NN NNS ,0.00010217844443536192
DT NNS ,0.00010217844443536192
JJR JJ NNS ,0.00010217844443536192
NN IN ,0.00010217844443536192
JJ JJ NN NN NN ,0.00010217844443536192
NNS JJ NN ,0.00010217844443536192
VBG NN NN ,0.00010217844443536192
NN VBD NN ,0.00010217844443536192
JJ NN VBD ,0.00010217844443536192
JJ DT ,0.00010217844443536192
VB DT NN ,0.00010217844443536192
VB JJ ,0.00010217844443536192
JJS NNS ,0.00010217844443536192
NNS VBN ,0.00010217844443536192
NN CC NN NN ,0.00010217844443536192
NNS VB ,0.00010217844443536192
CD DT ,0.00010217844443536192
NNS NN NNS ,8.174275554828953e-05
NN NN VBP ,8.174275554828953e-05
JJ NN VBP ,8.174275554828953e-05
NN NN VBD ,8.174275554828953e-05
NNS JJ NNS ,8.174275554828953e-05
NNP ,8.174275554828953e-05
JJ VBN NNS ,8.174275554828953e-05
NN NNS VBP ,8.174275554828953e-05
NN JJ NN NNS ,8.174275554828953e-05
IN RB ,8.174275554828953e-05
NN NN VB ,8.174275554828953e-05
VBD JJ NNS ,8.174275554828953e-05
CD NN NNS ,8.174275554828953e-05
NN NNS NN ,8.174275554828953e-05
NNP NN ,8.174275554828953e-05
NN IN NNS ,8.174275554828953e-05
NN VBG NN ,8.174275554828953e-05
VBZ NNS ,8.174275554828953e-05
NN IN NN NN ,8.174275554828953e-05
JJ NNS RB ,8.174275554828953e-05
NN NN PRP ,8.174275554828953e-05
VB CD ,8.174275554828953e-05
NNS JJR ,8.174275554828953e-05
NN NN CD NN ,8.174275554828953e-05
CD NN CD ,8.174275554828953e-05
NN TO NN ,8.174275554828953e-05
NN NN CC NN ,8.174275554828953e-05
MD ,6.130706666121716e-05
JJ IN ,6.130706666121716e-05
NN CD DT ,6.130706666121716e-05
FW NNS ,6.130706666121716e-05
NN NN JJ NN ,6.130706666121716e-05
NN JJ JJ ,6.130706666121716e-05
JJ NN NNS JJ ,6.130706666121716e-05
CC NN ,6.130706666121716e-05
JJ JJ VBZ ,6.130706666121716e-05
JJ VBP NNS ,6.130706666121716e-05
VBZ NN NN ,6.130706666121716e-05
JJ VBN ,6.130706666121716e-05
JJ NN NN JJ ,6.130706666121716e-05
JJ JJ NN NN NNS ,6.130706666121716e-05
CC ,6.130706666121716e-05
NN VBG NNS ,6.130706666121716e-05
JJ JJ NN JJ ,6.130706666121716e-05
DT JJ ,6.130706666121716e-05
NNS CD ,6.130706666121716e-05
NN NN RB ,6.130706666121716e-05
IN JJ NN ,6.130706666121716e-05
NN CD NNS NNS ,6.130706666121716e-05
VB DT NN NN ,6.130706666121716e-05
NN VBP NNS ,6.130706666121716e-05
NNS IN NN ,6.130706666121716e-05
NN VBN NN ,6.130706666121716e-05
CD DT NN ,6.130706666121716e-05
VB NN NNS ,6.130706666121716e-05
NN JJR ,6.130706666121716e-05
JJ CD NN ,6.130706666121716e-05
NNS CC NNS ,6.130706666121716e-05
CD CD ,6.130706666121716e-05
JJ DT NN ,6.130706666121716e-05
RBR NN ,6.130706666121716e-05
VBD CD ,6.130706666121716e-05
JJ NN VB ,4.0871377774144766e-05
NN VBP NN ,4.0871377774144766e-05
IN NN NN ,4.0871377774144766e-05
NN IN RB ,4.0871377774144766e-05
NN CC NN NNS ,4.0871377774144766e-05
JJ JJR ,4.0871377774144766e-05
JJ JJ VBP ,4.0871377774144766e-05
VBG NN NNS ,4.0871377774144766e-05
JJ FW NNS ,4.0871377774144766e-05
NN NN MD ,4.0871377774144766e-05
JJ NN IN JJ ,4.0871377774144766e-05
VBZ RB ,4.0871377774144766e-05
NN JJ NN NN NN ,4.0871377774144766e-05
VBG VBZ ,4.0871377774144766e-05
NNS DT JJ NNS ,4.0871377774144766e-05
VBZ CD ,4.0871377774144766e-05
NN JJ VBD ,4.0871377774144766e-05
DT JJ NN ,4.0871377774144766e-05
$ ,4.0871377774144766e-05
CD JJ NN ,4.0871377774144766e-05
JJ VBZ NN ,4.0871377774144766e-05
CD DT CD ,4.0871377774144766e-05
NNS IN ,4.0871377774144766e-05
NN NN NN RB ,4.0871377774144766e-05
JJS NN NN ,4.0871377774144766e-05
VBG JJ ,4.0871377774144766e-05
NN VBZ NN ,4.0871377774144766e-05
VB JJ NN NNS ,4.0871377774144766e-05
NN NN JJ NNS ,4.0871377774144766e-05
NN NN VBG NN ,4.0871377774144766e-05
NNP NNS ,4.0871377774144766e-05
JJS JJ NN ,4.0871377774144766e-05
JJR CD ,4.0871377774144766e-05
NNS NN NN ,4.0871377774144766e-05
JJ PRP ,4.0871377774144766e-05
JJ JJ NNS NNS ,4.0871377774144766e-05
NNS DT ,4.0871377774144766e-05
NN IN JJ ,4.0871377774144766e-05
DT JJ NNS ,4.0871377774144766e-05
VBN JJ NNS ,4.0871377774144766e-05
NN NNS CD ,4.0871377774144766e-05
JJ NNS CD ,4.0871377774144766e-05
NN JJ NN VBG ,4.0871377774144766e-05
VB NN NN NNS ,4.0871377774144766e-05
NNS VBP NN ,4.0871377774144766e-05
JJ NN CD NNS ,4.0871377774144766e-05
NN CC JJ NN ,4.0871377774144766e-05
VBD VBG NN ,4.0871377774144766e-05
NN VB NNS ,4.0871377774144766e-05
CC JJ NN ,4.0871377774144766e-05
NN VBG JJ NNS ,4.0871377774144766e-05
JJ JJ NN CD ,4.0871377774144766e-05
JJ IN NNS ,4.0871377774144766e-05
VB PRP ,4.0871377774144766e-05
VBD VBP ,4.0871377774144766e-05
JJ VBD NN NNS ,4.0871377774144766e-05
CD NN NN NN ,4.0871377774144766e-05
", ",4.0871377774144766e-05
JJ JJ JJ NN NN ,4.0871377774144766e-05
NNS VBD ,4.0871377774144766e-05
JJ JJ NN JJ NN ,4.0871377774144766e-05
VBP JJ NNS ,4.0871377774144766e-05
NN NN VBD NN ,4.0871377774144766e-05
) ,4.0871377774144766e-05
JJR VBZ ,4.0871377774144766e-05
NN VBN ,4.0871377774144766e-05
NN MD ,4.0871377774144766e-05
NNS RBR ,4.0871377774144766e-05
NN NNP NN ,4.0871377774144766e-05
VB VBZ ,4.0871377774144766e-05
RB JJ JJ NN ,4.0871377774144766e-05
DT JJ NN IN JJ NN ,4.0871377774144766e-05
NNS EX ,4.0871377774144766e-05
NN NN VBD CD ,4.0871377774144766e-05
JJ VBD JJ ,4.0871377774144766e-05
VBZ NN NN NN ,4.0871377774144766e-05
NN NNS NN NN ,4.0871377774144766e-05
JJ NN NN VBD ,4.0871377774144766e-05
NN VBN NN NN ,4.0871377774144766e-05
VBN RB ,4.0871377774144766e-05
NN IN VBG ,4.0871377774144766e-05
JJ NN VBP NN ,4.0871377774144766e-05
NN NNS DT ,2.0435688887072383e-05
NN NN DT NN ,2.0435688887072383e-05
NN IN VBN JJ ,2.0435688887072383e-05
RBR JJ ,2.0435688887072383e-05
NN NN CC ,2.0435688887072383e-05
NN NNP ,2.0435688887072383e-05
VBD VBG ,2.0435688887072383e-05
JJ VBN NN NN ,2.0435688887072383e-05
NN DT NNS ,2.0435688887072383e-05
VBP VB ,2.0435688887072383e-05
JJ JJ JJ JJS NNS NN ,2.0435688887072383e-05
VB NN NNP ,2.0435688887072383e-05
JJ VBP CD JJ ,2.0435688887072383e-05
RB VBN NN NN NN ,2.0435688887072383e-05
JJ JJ VBG NN ,2.0435688887072383e-05
IN JJ ,2.0435688887072383e-05
CD VB NN ,2.0435688887072383e-05
DT JJ NN NN NN ,2.0435688887072383e-05
JJ JJ JJ JJ NN ,2.0435688887072383e-05
VBN NN NN NNS ,2.0435688887072383e-05
JJ VBN NN IN JJ NN ,2.0435688887072383e-05
NN IN NN IN JJ JJ NNS ,2.0435688887072383e-05
FW JJ NNS ,2.0435688887072383e-05
NN NN DT NN NN ,2.0435688887072383e-05
JJ FW ,2.0435688887072383e-05
JJ MD NN ,2.0435688887072383e-05
NNS JJ NN VBN ,2.0435688887072383e-05
VBD CD CC ,2.0435688887072383e-05
NN NN NN ( ) ,2.0435688887072383e-05
JJ NN ( ) ,2.0435688887072383e-05
NN IN JJ NN NNS ( ) ,2.0435688887072383e-05
JJ CD VBP NN ,2.0435688887072383e-05
JJ NN CC NN ,2.0435688887072383e-05
NN NN CD DT ,2.0435688887072383e-05
JJ VBZ NN CD ,2.0435688887072383e-05
CD JJ NNS ,2.0435688887072383e-05
JJ JJ NNS MD ,2.0435688887072383e-05
RBR NNS ,2.0435688887072383e-05
NN NNS PRP ,2.0435688887072383e-05
DT NN VBP ,2.0435688887072383e-05
NNS WP VBP VBN IN NNS ,2.0435688887072383e-05
VB VBN NNS ,2.0435688887072383e-05
NN VBZ NNS ,2.0435688887072383e-05
JJ CC JJ NNS ,2.0435688887072383e-05
JJ CC CD ,2.0435688887072383e-05
NN DT JJ NN ,2.0435688887072383e-05
JJ JJ CD ,2.0435688887072383e-05
VBD NN JJ NN ,2.0435688887072383e-05
NN NN CD NN NN ,2.0435688887072383e-05
", NN NNS ",2.0435688887072383e-05
NN NN NN CD ,2.0435688887072383e-05
", JJ NN NNS ",2.0435688887072383e-05
NN VBD NN NN ,2.0435688887072383e-05
", NN ",2.0435688887072383e-05
JJ NNS NN NNS ,2.0435688887072383e-05
JJ NN VBZ JJ NNS ,2.0435688887072383e-05
NN NNS NNS ,2.0435688887072383e-05
NN NN VBG NNS ,2.0435688887072383e-05
VBZ NNS NN ,2.0435688887072383e-05
JJ NN VBD JJ NN ,2.0435688887072383e-05
DT CD NNS ,2.0435688887072383e-05
NN NN VBG VBZ ,2.0435688887072383e-05
NN NN NN NNS NN ,2.0435688887072383e-05
JJ JJ NN VBG ,2.0435688887072383e-05
JJ JJ NN IN DT NN ,2.0435688887072383e-05
JJR JJ NNS RB ,2.0435688887072383e-05
NNS DT NNS EX ,2.0435688887072383e-05
JJ NN IN JJ NNS ,2.0435688887072383e-05
JJ NN JJ NN CD ,2.0435688887072383e-05
IN JJ JJ NN ,2.0435688887072383e-05
JJ NN JJ NN NN ,2.0435688887072383e-05
CD VBZ ,2.0435688887072383e-05
VB NN NN NN ,2.0435688887072383e-05
NNP NN NNS ,2.0435688887072383e-05
NN NN DT ,2.0435688887072383e-05
NN VBZ DT NN ,2.0435688887072383e-05
JJ VB NNS ,2.0435688887072383e-05
JJ NN NN DT NN ,2.0435688887072383e-05
JJ CC JJ NN NNS ,2.0435688887072383e-05
JJ NNS JJ NNS JJ ,2.0435688887072383e-05
JJ VBN JJ ,2.0435688887072383e-05
NNS IN JJ VBG ,2.0435688887072383e-05
NN NN NNS NNS ,2.0435688887072383e-05
VBN NNS NN ,2.0435688887072383e-05
VBD IN NN ,2.0435688887072383e-05
VBD NN NNS ,2.0435688887072383e-05
JJ NN NN DT JJ ,2.0435688887072383e-05
VB VBP ,2.0435688887072383e-05
RB VBP ,2.0435688887072383e-05
NN VBD JJ ,2.0435688887072383e-05
RP ,2.0435688887072383e-05
JJ CD VBZ ,2.0435688887072383e-05
NN CD NNS VBP ,2.0435688887072383e-05
VBZ PRP ,2.0435688887072383e-05
VBZ VBP ,2.0435688887072383e-05
NNS NNS JJ CD ,2.0435688887072383e-05
JJ CD JJ NNS ,2.0435688887072383e-05
NN CD VBZ NN ,2.0435688887072383e-05
RB VBN JJ NN ,2.0435688887072383e-05
RB VBN NN ,2.0435688887072383e-05
JJ NNS IN DT JJ ,2.0435688887072383e-05
JJ CD NNS JJ ,2.0435688887072383e-05
JJ VBN JJ NN ,2.0435688887072383e-05
NN CD NNS RB ,2.0435688887072383e-05
NN CD JJ NNS ,2.0435688887072383e-05
VBN JJ ,2.0435688887072383e-05
JJ CD NNS NN ,2.0435688887072383e-05
VBN CD JJ ,2.0435688887072383e-05
NN RBR NN ,2.0435688887072383e-05
NNS RB RB ,2.0435688887072383e-05
VBD NNS NN ,2.0435688887072383e-05
NNP NN NN ,2.0435688887072383e-05
NN JJS ,2.0435688887072383e-05
NN DT JJ NN NN ,2.0435688887072383e-05
CD CC CD ,2.0435688887072383e-05
JJ JJ JJ JJ NNS ,2.0435688887072383e-05
NN JJ NN JJ NN ,2.0435688887072383e-05
JJ VBG JJ NNS ,2.0435688887072383e-05
NN RB VBG ,2.0435688887072383e-05
FW JJ ,2.0435688887072383e-05
JJS NN NNS ,2.0435688887072383e-05
JJ JJR NNS ,2.0435688887072383e-05
JJ NN IN NN NN ,2.0435688887072383e-05
NN RBR ,2.0435688887072383e-05
JJR JJ NN NNS ,2.0435688887072383e-05
NNS DT JJ NN ,2.0435688887072383e-05
DT CD NN ,2.0435688887072383e-05
DT CD ,2.0435688887072383e-05
JJ NNS RBR RB ,2.0435688887072383e-05
NN RBS JJ ,2.0435688887072383e-05
NNP NN VBG NN ,2.0435688887072383e-05
IN NNS IN NN ,2.0435688887072383e-05
IN NNS IN NNS ,2.0435688887072383e-05
JJR NN JJ NN ,2.0435688887072383e-05
JJ NN NN IN RB ,2.0435688887072383e-05
VBP DT RB ,2.0435688887072383e-05
NNS IN JJ ,2.0435688887072383e-05
NN RB RB ,2.0435688887072383e-05
JJS JJ ,2.0435688887072383e-05
VB DT NNS ,2.0435688887072383e-05
NN NN JJ JJ NN ,2.0435688887072383e-05
$ NN NN ,2.0435688887072383e-05
$ NN ,2.0435688887072383e-05
RB VBG NN ,2.0435688887072383e-05
NN VBZ NN NNS ,2.0435688887072383e-05
JJ JJ JJ VB ,2.0435688887072383e-05
NNP NN NN CD ,2.0435688887072383e-05
VBZ DT NN ,2.0435688887072383e-05
", JJ NN NN ",2.0435688887072383e-05
NN CD CD ,2.0435688887072383e-05
RB VBD NN ,2.0435688887072383e-05
NN NNP NN NN ,2.0435688887072383e-05
JJ VBP JJ NNS ,2.0435688887072383e-05
JJ NN DT JJ NN ,2.0435688887072383e-05
NNS VBP JJ NN ,2.0435688887072383e-05
JJ NNS VBD ,2.0435688887072383e-05
NNS JJ NN NN ,2.0435688887072383e-05
VBZ DT JJ NN ,2.0435688887072383e-05
JJ NN DT ,2.0435688887072383e-05
NN JJ VBZ ,2.0435688887072383e-05
PRP$ JJ NN ,2.0435688887072383e-05
VB CD CD ,2.0435688887072383e-05
NNS NNS NN ,2.0435688887072383e-05
POS ,2.0435688887072383e-05
JJ RB JJ ,2.0435688887072383e-05
DT VBZ ,2.0435688887072383e-05
VBD DT JJ JJ ,2.0435688887072383e-05
JJR VB ,2.0435688887072383e-05
CC JJ NN NN ,2.0435688887072383e-05
NN NN NN NN NN ,2.0435688887072383e-05
CC JJ JJ NN NN ,2.0435688887072383e-05
NN CD JJ ,2.0435688887072383e-05
JJ JJ VB ,2.0435688887072383e-05
JJ CD NN NN ,2.0435688887072383e-05
CD IN ,2.0435688887072383e-05
VBD JJ JJ NN ,2.0435688887072383e-05
JJ CC ,2.0435688887072383e-05
WP NN ,2.0435688887072383e-05
NNS RB JJ ,2.0435688887072383e-05
VBD JJ NN NNS ,2.0435688887072383e-05
NN NN NN ( ,2.0435688887072383e-05
NN VBN JJ NN ,2.0435688887072383e-05
JJ JJ VBG ,2.0435688887072383e-05
JJ CC JJ JJ NN ,2.0435688887072383e-05
JJ CD JJ NN ,2.0435688887072383e-05
NNS VBN NN ,2.0435688887072383e-05
NNS NN RB ,2.0435688887072383e-05
VB VBG NNS ,2.0435688887072383e-05
VBZ IN ,2.0435688887072383e-05
NN NN JJR ,2.0435688887072383e-05
JJ RBR NN ,2.0435688887072383e-05
NNS RBR JJ ,2.0435688887072383e-05
VBD JJ JJ ,2.0435688887072383e-05
VBG DT NN ,2.0435688887072383e-05
NNS VBZ ,2.0435688887072383e-05
VBP JJ NNS VBP ,2.0435688887072383e-05
NN IN JJ NNS ,2.0435688887072383e-05
JJ JJ NNS JJ ,2.0435688887072383e-05
NN NNS JJ NN ,2.0435688887072383e-05
JJ CC JJ NN ,2.0435688887072383e-05
VB VB ,2.0435688887072383e-05
JJ VBP NN ,2.0435688887072383e-05
FW NN NNS ,2.0435688887072383e-05
NNS IN NN NN NN ,2.0435688887072383e-05
CC NN CC RB ,2.0435688887072383e-05
CD NN JJR RB ,2.0435688887072383e-05
VB DT JJ ,2.0435688887072383e-05
VB CD NN NNS ,2.0435688887072383e-05
DT NN NN IN JJ NN ,2.0435688887072383e-05
", JJ JJ NN ",2.0435688887072383e-05
JJ DT JJ NN ,2.0435688887072383e-05
VB CD NNS ,2.0435688887072383e-05
DT JJ NN IN IN ,2.0435688887072383e-05
DT JJ NN IN DT CC IN CC DT NN IN ,2.0435688887072383e-05
CD NN IN JJ NN ,2.0435688887072383e-05
JJ NN IN JJ NN ,2.0435688887072383e-05
JJ VBD NN ,2.0435688887072383e-05
CD VBG ,2.0435688887072383e-05
WDT ,2.0435688887072383e-05
MD NN ,2.0435688887072383e-05
CD CD JJ ,2.0435688887072383e-05
CD RB ,2.0435688887072383e-05
NN NN NN NNS JJ ,2.0435688887072383e-05
NNS CD NN ,2.0435688887072383e-05
NN NN NN JJ NN ,2.0435688887072383e-05
CD DT NNS ,2.0435688887072383e-05
NN NN JJ NN VBD ,2.0435688887072383e-05
NN DT NN JJ NN ,2.0435688887072383e-05
JJ IN JJ NN ,2.0435688887072383e-05
JJ JJ ( ,2.0435688887072383e-05
JJ CD VBZ NN ,2.0435688887072383e-05
VBP JJ NN ,2.0435688887072383e-05
TO JJ NN ,2.0435688887072383e-05
VBP CC NN ,2.0435688887072383e-05
JJ VBD NNS ,2.0435688887072383e-05
VBP JJ JJ NNS ,2.0435688887072383e-05
VBZ JJ NN ,2.0435688887072383e-05
NNS DT CD NNS ,2.0435688887072383e-05
NN NNS JJ RB ,2.0435688887072383e-05
CD VBD ,2.0435688887072383e-05
NN NN IN ,2.0435688887072383e-05
NN IN JJ NN ,2.0435688887072383e-05
VBG IN ,2.0435688887072383e-05
VB NNS NN ,2.0435688887072383e-05
NN NN VBN ,2.0435688887072383e-05
VBP JJ ,2.0435688887072383e-05
NN JJ IN DT NN IN ,2.0435688887072383e-05
NN VBZ RB ,2.0435688887072383e-05
RB VBN DT ,2.0435688887072383e-05
. ,2.0435688887072383e-05
VB NN IN ,2.0435688887072383e-05
VBZ NN NNS ,2.0435688887072383e-05
VBN CD NN NNS ,2.0435688887072383e-05
JJ VBG NN CD ,2.0435688887072383e-05
JJ NN CD NN ,2.0435688887072383e-05
JJ NN IN ,2.0435688887072383e-05
NN JJ JJ NN ,2.0435688887072383e-05
JJ NN PDT JJ ,2.0435688887072383e-05
JJR CD NNS ,2.0435688887072383e-05
JJ NN JJR ,2.0435688887072383e-05
IN NNS ,2.0435688887072383e-05
NN VBN TO JJ ,2.0435688887072383e-05
RB NN NNS ,2.0435688887072383e-05
RB NN JJ NN ,2.0435688887072383e-05
NNS DT VBD NN ,2.0435688887072383e-05
RB NN VBP ,2.0435688887072383e-05
NN VB NN ,2.0435688887072383e-05
VB JJ JJ NN ,2.0435688887072383e-05
JJ VBG JJ NN ,2.0435688887072383e-05
CD NN NN ,2.0435688887072383e-05
JJ CC NN ,2.0435688887072383e-05
JJR JJ JJ ,2.0435688887072383e-05
VB DT ,2.0435688887072383e-05
NN VBD CD ,2.0435688887072383e-05
VB NN JJ NN ,2.0435688887072383e-05
JJ JJ VB NN ,2.0435688887072383e-05
VBG DT JJ NN ,2.0435688887072383e-05
VB VBG ,2.0435688887072383e-05
NN JJ VBG ,2.0435688887072383e-05
NN VBP NN NN ,2.0435688887072383e-05
CD JJ NN NN ,2.0435688887072383e-05
VBZ VBG NN ,2.0435688887072383e-05
NNS PRP RB ,2.0435688887072383e-05
VBD DT ,2.0435688887072383e-05
NN JJ JJ NNS ,2.0435688887072383e-05
NN VBZ DT ,2.0435688887072383e-05
JJ NN NNS RB ,2.0435688887072383e-05
JJ IN RB ,2.0435688887072383e-05
JJ NN IN JJ CC NNS ,2.0435688887072383e-05
VBP JJ VBG ,2.0435688887072383e-05
JJ NN CD VBZ ,2.0435688887072383e-05
NN FW ,2.0435688887072383e-05
NN CD VB ,2.0435688887072383e-05
CD VB ,2.0435688887072383e-05
NN JJ CD NN ,2.0435688887072383e-05
CD VB NNS ,2.0435688887072383e-05
JJ NN VBP JJ NN CD NNS ,2.0435688887072383e-05
NNS IN RB ,2.0435688887072383e-05
NNS CC NN NN ,2.0435688887072383e-05
NN IN JJ NN NN ,2.0435688887072383e-05
JJ RB JJ NNS ,2.0435688887072383e-05
FW JJ NN ,2.0435688887072383e-05
NN IN VBP NN ,2.0435688887072383e-05
JJ VBD DT JJ VBZ ,2.0435688887072383e-05
JJ NN FW ,2.0435688887072383e-05
VB RB ,2.0435688887072383e-05
VBN VBP NNS ,2.0435688887072383e-05
IN NN JJ NN ,2.0435688887072383e-05
JJ NN VBG NN ,2.0435688887072383e-05
JJ NNS PRP ,2.0435688887072383e-05
VBP RB ,2.0435688887072383e-05
VBG JJ NN ,2.0435688887072383e-05
VBD DT JJ NN ,2.0435688887072383e-05
VB NN JJ ,2.0435688887072383e-05
JJR JJ NN NN ,2.0435688887072383e-05
VBG CC VBG NNS ,2.0435688887072383e-05
NN NNS NNS CC NNS ,2.0435688887072383e-05
RB JJR NN ,2.0435688887072383e-05
NN NN RB RB ,2.0435688887072383e-05
NN NN RB JJ ,2.0435688887072383e-05
JJ JJ JJ NN JJ ,2.0435688887072383e-05
JJ JJ NN IN NN ,2.0435688887072383e-05
RB JJ JJ NNS ,2.0435688887072383e-05
