Pattern,Count
CC JJS ,7.442322004465393e-05
CC IN NNS ,7.442322004465393e-05
JJ NN NN NN ,7.442322004465393e-05
IN NN NNS ,7.442322004465393e-05
NN IN DT NNS ,7.442322004465393e-05
JJ CC JJ NN ,7.442322004465393e-05
IN DT JJ NN ,7.442322004465393e-05
NNS IN DT ,7.442322004465393e-05
NN JJ NN NN ,7.442322004465393e-05
CD NN NN ,7.442322004465393e-05
NN NN CD ,7.442322004465393e-05
VBG CC NN NNS ,7.442322004465393e-05
VB CC NN ,7.442322004465393e-05
NNS IN NNS ,7.442322004465393e-05
CC JJ CC ,7.442322004465393e-05
: ,4.961548002976929e-05
JJ VBG NN ,4.961548002976929e-05
NNS VBZ ,4.961548002976929e-05
RB NNS ,4.961548002976929e-05
NN IN NNS CC ,4.961548002976929e-05
NNS . ,4.961548002976929e-05
. NNS ,4.961548002976929e-05
PRP PRP NN ,4.961548002976929e-05
NN JJ JJ NN ,4.961548002976929e-05
NN RB ,4.961548002976929e-05
JJ . ,4.961548002976929e-05
NN NN JJ NN ,4.961548002976929e-05
JJ NN . ,4.961548002976929e-05
JJ NNS IN ,4.961548002976929e-05
JJ VBP ,4.961548002976929e-05
NN VBD ,4.961548002976929e-05
RP ,4.961548002976929e-05
DT NN IN DT ,4.961548002976929e-05
CD NN JJ ,4.961548002976929e-05
DT VBZ ,4.961548002976929e-05
JJ NN CD ,4.961548002976929e-05
NN IN DT IN DT NN ,4.961548002976929e-05
JJ IN DT JJ ,4.961548002976929e-05
NN IN NN NNS ,4.961548002976929e-05
VBG NN NNS ,4.961548002976929e-05
JJ NN CC NN NNS ,4.961548002976929e-05
CC DT JJ ,4.961548002976929e-05
NNS CC JJ NN ,4.961548002976929e-05
IN DT IN ,4.961548002976929e-05
VB NN NN ,4.961548002976929e-05
NNS NNS CC NN ,4.961548002976929e-05
IN NN IN ,4.961548002976929e-05
VBN CC VBN ,4.961548002976929e-05
PRP NN NN ,4.961548002976929e-05
DT JJ NNS ,4.961548002976929e-05
NN NNS NN NN ,4.961548002976929e-05
NN NNS CC NNS IN ,4.961548002976929e-05
JJ JJ JJ ,4.961548002976929e-05
JJ NN JJ NN ,4.961548002976929e-05
JJ CC VBG ,4.961548002976929e-05
JJ NN NNS CC ,4.961548002976929e-05
JJ NN NN NNS ,4.961548002976929e-05
JJ CC JJ NNS ,4.961548002976929e-05
NN IN NNS IN NN ,4.961548002976929e-05
NN NNS CC NNS IN NN ,4.961548002976929e-05
IN DT JJ ,4.961548002976929e-05
IN JJ CC ,4.961548002976929e-05
IN NN NN VBG ,4.961548002976929e-05
IN JJ CC JJ ,4.961548002976929e-05
IN CC NN ,4.961548002976929e-05
DT IN JJ ,4.961548002976929e-05
VBN NN CC ,4.961548002976929e-05
NNS CC IN NNS ,4.961548002976929e-05
NN NNS NN CC NNS IN NN ,4.961548002976929e-05
CC JJ JJ NN ,4.961548002976929e-05
NN NNS NN NNS NN ,4.961548002976929e-05
IN IN NN ,4.961548002976929e-05
VBP NNS ,4.961548002976929e-05
VBZ CC NN ,4.961548002976929e-05
JJ NN IN DT NN ,4.961548002976929e-05
VBN NN IN ,4.961548002976929e-05
NN NNS JJ IN ,4.961548002976929e-05
DT IN NN ,4.961548002976929e-05
NNS CC JJ NNS ,4.961548002976929e-05
VBN CC ,4.961548002976929e-05
NNS NN IN ,4.961548002976929e-05
JJ IN CC ,4.961548002976929e-05
JJ VBZ ,4.961548002976929e-05
CC VBN ,4.961548002976929e-05
RB CC CC ,4.961548002976929e-05
VBG IN NN ,4.961548002976929e-05
NN NN IN NN ,4.961548002976929e-05
NN IN JJ NN ,4.961548002976929e-05
CD CC ,4.961548002976929e-05
NNS VBP IN ,4.961548002976929e-05
IN CC IN ,4.961548002976929e-05
CC VBZ ,4.961548002976929e-05
NNS NN CC ,4.961548002976929e-05
NN IN JJ CC JJ ,4.961548002976929e-05
RB IN DT ,2.4807740014884645e-05
NN IN NNS NNS ,2.4807740014884645e-05
VBZ JJ ,2.4807740014884645e-05
RB TO VB VBN ,2.4807740014884645e-05
DT . CD NN NN ,2.4807740014884645e-05
NN CC NN IN NN ,2.4807740014884645e-05
RB TO ,2.4807740014884645e-05
VBZ NN NN ,2.4807740014884645e-05
IN DT IN DT ,2.4807740014884645e-05
RBS ,2.4807740014884645e-05
NN IN JJ NNS NN ,2.4807740014884645e-05
VBD NN NN ,2.4807740014884645e-05
DT CC ,2.4807740014884645e-05
NN NN . ,2.4807740014884645e-05
CD NN NN NN NN ,2.4807740014884645e-05
JJ NN VBG NNS ,2.4807740014884645e-05
RB JJ ,2.4807740014884645e-05
NN VBN NN ,2.4807740014884645e-05
. . ,2.4807740014884645e-05
. VBG ,2.4807740014884645e-05
CC . ,2.4807740014884645e-05
VBD JJ ,2.4807740014884645e-05
: VBG JJ NNS ,2.4807740014884645e-05
NN IN DT NNS IN DT JJ ,2.4807740014884645e-05
JJ VBN ,2.4807740014884645e-05
JJ FW NNS ,2.4807740014884645e-05
JJS NN ,2.4807740014884645e-05
VBZ IN DT ,2.4807740014884645e-05
NN IN NN NNS NNS ,2.4807740014884645e-05
VBZ IN ,2.4807740014884645e-05
VBD . ,2.4807740014884645e-05
VBG IN ,2.4807740014884645e-05
JJ IN NN NN ,2.4807740014884645e-05
JJ VBZ CD ,2.4807740014884645e-05
JJ TO NN IN ,2.4807740014884645e-05
VB RB ,2.4807740014884645e-05
( ) . ,2.4807740014884645e-05
: DT IN DT NN NNS NN ,2.4807740014884645e-05
DT VBN ,2.4807740014884645e-05
DT NN IN DT IN JJ NNS ,2.4807740014884645e-05
. CD NN ,2.4807740014884645e-05
CD JJ NNS ,2.4807740014884645e-05
NN IN NNS IN ,2.4807740014884645e-05
NN NN VB ,2.4807740014884645e-05
DT NN IN CC ,2.4807740014884645e-05
DT CC NN NN NN ,2.4807740014884645e-05
JJ FW ,2.4807740014884645e-05
NN VBZ . NN ,2.4807740014884645e-05
NNS VBG ,2.4807740014884645e-05
VBP DT ,2.4807740014884645e-05
CD JJ . ,2.4807740014884645e-05
NN RBR ,2.4807740014884645e-05
DT . CD JJ NN ,2.4807740014884645e-05
RB VBN ,2.4807740014884645e-05
IN NNS NN ,2.4807740014884645e-05
JJ NN IN JJ NN ,2.4807740014884645e-05
NN NNS CC VBG NNS ,2.4807740014884645e-05
NN VBZ VBZ ,2.4807740014884645e-05
NN NN CC VBG ,2.4807740014884645e-05
JJ IN NN IN ,2.4807740014884645e-05
JJ VBD CC NN ,2.4807740014884645e-05
JJ NN NN CC ,2.4807740014884645e-05
NN IN DT JJ NN IN DT NN IN ,2.4807740014884645e-05
JJ NN IN NN NNS ,2.4807740014884645e-05
IN IN JJ ,2.4807740014884645e-05
VBZ NN CD ,2.4807740014884645e-05
NN NNS CC VBG ,2.4807740014884645e-05
RB CC ,2.4807740014884645e-05
CC JJ VBG CC ,2.4807740014884645e-05
VBN NN CC NNS ,2.4807740014884645e-05
NN IN CC NN ,2.4807740014884645e-05
IN CC CC ,2.4807740014884645e-05
NN CC NNS NN ,2.4807740014884645e-05
CC CC NNS ,2.4807740014884645e-05
NN IN NN CC NN IN ,2.4807740014884645e-05
NNS NNS IN ,2.4807740014884645e-05
NNS CC VBD NNS ,2.4807740014884645e-05
NNS CC NNS IN NN ,2.4807740014884645e-05
CC VBP NNS ,2.4807740014884645e-05
JJ NNS NNS ,2.4807740014884645e-05
NN NN IN NNS ,2.4807740014884645e-05
JJR NN NN ,2.4807740014884645e-05
NN NNS RB CC NNS IN ,2.4807740014884645e-05
RBR ,2.4807740014884645e-05
WDT ,2.4807740014884645e-05
NN CC VBZ ,2.4807740014884645e-05
RP NN ,2.4807740014884645e-05
JJ RB NN NN ,2.4807740014884645e-05
IN DT NN IN ,2.4807740014884645e-05
NN NN JJ CC ,2.4807740014884645e-05
NNS NN CC CC ,2.4807740014884645e-05
NN NN CC VBD NN ,2.4807740014884645e-05
VB VB ,2.4807740014884645e-05
JJ TO ,2.4807740014884645e-05
JJ NN CC JJ ,2.4807740014884645e-05
JJ NN IN NN NN IN ,2.4807740014884645e-05
JJ NNS CC VB ,2.4807740014884645e-05
NN NN VBG NNS ,2.4807740014884645e-05
NN NNS CC NN NN ,2.4807740014884645e-05
NNS NNS CC NNS ,2.4807740014884645e-05
NN CC RB ,2.4807740014884645e-05
NN IN JJ IN ,2.4807740014884645e-05
NN IN CC IN ,2.4807740014884645e-05
NN NNS JJ NN ,2.4807740014884645e-05
JJ PRP ,2.4807740014884645e-05
VBG CC VB ,2.4807740014884645e-05
JJ NN CC VBG NNS ,2.4807740014884645e-05
NNS IN JJ NNS ,2.4807740014884645e-05
JJ CD JJ CC NN ,2.4807740014884645e-05
IN CC NNS IN ,2.4807740014884645e-05
VBD CC VB ,2.4807740014884645e-05
JJ NN IN NN CC ,2.4807740014884645e-05
JJ TO NN CC ,2.4807740014884645e-05
CC JJ VBZ ,2.4807740014884645e-05
NN VBG NNS ,2.4807740014884645e-05
NN IN DT VBZ ,2.4807740014884645e-05
IN IN NN IN NN CC ,2.4807740014884645e-05
NN IN DT IN JJ NNS ,2.4807740014884645e-05
NN IN NN JJ NNS ,2.4807740014884645e-05
VB NN NNS ,2.4807740014884645e-05
JJ NN NN CD ,2.4807740014884645e-05
NN NN NN NNS ,2.4807740014884645e-05
NN IN NNS NN ,2.4807740014884645e-05
NN NNS CC JJ NNS ,2.4807740014884645e-05
NNS CC NN VBZ ,2.4807740014884645e-05
NNS CC NNS NN ,2.4807740014884645e-05
CD NN CC ,2.4807740014884645e-05
NN IN VBP ,2.4807740014884645e-05
VBG CC JJ VBG CC NNS ,2.4807740014884645e-05
JJ NNS CC JJ ,2.4807740014884645e-05
NN IN DT NN NNS ,2.4807740014884645e-05
NN IN PRP ,2.4807740014884645e-05
NN IN DT JJ NN IN DT NN IN JJ ,2.4807740014884645e-05
CC DT NN DT NN ,2.4807740014884645e-05
NN IN TO NNS ,2.4807740014884645e-05
NN CC CC NNS ,2.4807740014884645e-05
NN CC DT NN IN ,2.4807740014884645e-05
CC DT NNS IN DT ,2.4807740014884645e-05
CC ) ,2.4807740014884645e-05
MD VBP PRP CC PRP MD VBP TO VB IN ,2.4807740014884645e-05
NNS IN DT NN ,2.4807740014884645e-05
VBG DT NN ,2.4807740014884645e-05
NN IN VB ,2.4807740014884645e-05
DT JJ IN ,2.4807740014884645e-05
NN NN JJ NNS CC ,2.4807740014884645e-05
CC JJ JJ ,2.4807740014884645e-05
NN NN CC VB ,2.4807740014884645e-05
NN NN NNS NN ,2.4807740014884645e-05
FW NN ,2.4807740014884645e-05
NN NNS NN IN ,2.4807740014884645e-05
NN NNS NN NNS NN NNS ,2.4807740014884645e-05
NN IN DT IN DT ,2.4807740014884645e-05
NNS NN CC NNS IN NN ,2.4807740014884645e-05
VBD CC ,2.4807740014884645e-05
IN NN NN CC DT IN NNS ,2.4807740014884645e-05
NN CC VB ,2.4807740014884645e-05
IN DT VB ,2.4807740014884645e-05
NN JJ CC IN ,2.4807740014884645e-05
VB CC JJ ,2.4807740014884645e-05
VBG IN CD ,2.4807740014884645e-05
CD NN NN NN ,2.4807740014884645e-05
VBG CC JJ CC ,2.4807740014884645e-05
NN VBG CC ,2.4807740014884645e-05
NN NNS IN ,2.4807740014884645e-05
NNS NNS NN ,2.4807740014884645e-05
VBN NN RP ,2.4807740014884645e-05
IN DT IN NN NNS ,2.4807740014884645e-05
NNS CC CD NN ,2.4807740014884645e-05
JJ NN NN ) ,2.4807740014884645e-05
JJ NNS VB ,2.4807740014884645e-05
CC VBD ,2.4807740014884645e-05
IN DT IN NN ,2.4807740014884645e-05
RB VBG ,2.4807740014884645e-05
NNS IN DT JJ ,2.4807740014884645e-05
CC DT VB ,2.4807740014884645e-05
DT NN NN IN ,2.4807740014884645e-05
NNP VBG ,2.4807740014884645e-05
CC JJ NN CC ,2.4807740014884645e-05
JJ CC NNS NN ,2.4807740014884645e-05
DT VB ,2.4807740014884645e-05
JJ CC IN ,2.4807740014884645e-05
IN NNS CC ,2.4807740014884645e-05
VBG CC JJ ,2.4807740014884645e-05
JJ VB CC NN ,2.4807740014884645e-05
RB NN CC NN ,2.4807740014884645e-05
IN DT NN IN JJ NN ,2.4807740014884645e-05
VBN NN NNS ,2.4807740014884645e-05
JJ NN JJ ,2.4807740014884645e-05
NN NNS VBG ,2.4807740014884645e-05
WRB DT IN NN JJR NNS NNS CC NNS ,2.4807740014884645e-05
NNS TO JJ NNS ,2.4807740014884645e-05
CC NN VBZ ,2.4807740014884645e-05
WP IN NN ,2.4807740014884645e-05
JJ NNS CC JJ NNS NNS ,2.4807740014884645e-05
NN IN DT IN NN NNS ,2.4807740014884645e-05
NN NN DT ,2.4807740014884645e-05
VBN CC JJ NNS ,2.4807740014884645e-05
VBN CC NN NNS ,2.4807740014884645e-05
NN CC VBN NN ,2.4807740014884645e-05
NN NNS NNS CC ,2.4807740014884645e-05
JJS CC ,2.4807740014884645e-05
NN CC DT ,2.4807740014884645e-05
NN NN VBZ ,2.4807740014884645e-05
IN JJR IN DT NN ,2.4807740014884645e-05
NN VBZ DT JJ ,2.4807740014884645e-05
VBN NN NN ,2.4807740014884645e-05
NNS CC VB ,2.4807740014884645e-05
JJ JJ JJ IN DT JJ ,2.4807740014884645e-05
DT NN IN NNS NN ,2.4807740014884645e-05
NNS NN NNS ,2.4807740014884645e-05
CC NN IN NN ,2.4807740014884645e-05
JJ NN JJ NNS CC NNS ,2.4807740014884645e-05
NN CC NN CC NNS ,2.4807740014884645e-05
VBN CC NNS ,2.4807740014884645e-05
IN JJ NN CC ,2.4807740014884645e-05
JJ NN NN NN NN ,2.4807740014884645e-05
VBP NN NN ,2.4807740014884645e-05
NN VBZ NN NN ,2.4807740014884645e-05
JJ VBZ NN ,2.4807740014884645e-05
VB CC VBG ,2.4807740014884645e-05
NNS CC RB NNS ,2.4807740014884645e-05
JJ IN DT ,2.4807740014884645e-05
VBG IN DT NN ,2.4807740014884645e-05
NN IN NN CC NN ,2.4807740014884645e-05
PRP DT ,2.4807740014884645e-05
CD NNS ,2.4807740014884645e-05
IN NN CC NNS ,2.4807740014884645e-05
IN CC NN NNS ,2.4807740014884645e-05
VB IN ,2.4807740014884645e-05
CD IN NNS ,2.4807740014884645e-05
JJ NN NN CC NN ,2.4807740014884645e-05
RB CC CC NNS ,2.4807740014884645e-05
VB CC IN ,2.4807740014884645e-05
JJ CD ,2.4807740014884645e-05
NNS TO ,2.4807740014884645e-05
DT TO DT ,2.4807740014884645e-05
VBN CC JJ ,2.4807740014884645e-05
IN RB ,2.4807740014884645e-05
JJR NNS ,2.4807740014884645e-05
IN NNS CC NNS ,2.4807740014884645e-05
VBD NN NNS NN ,2.4807740014884645e-05
NN NNS RB NNS VB CC WRB TO ,2.4807740014884645e-05
DT NN NN ,2.4807740014884645e-05
DT DT IN JJ ,2.4807740014884645e-05
CC NNS NN ,2.4807740014884645e-05
JJ JJS ,2.4807740014884645e-05
NNS NN CC NN ,2.4807740014884645e-05
CC DT IN DT ,2.4807740014884645e-05
VB NN CC ,2.4807740014884645e-05
VBZ IN NN NNS ,2.4807740014884645e-05
JJ NN JJ NNS CC JJ NNS ,2.4807740014884645e-05
JJ TO NN NN ,2.4807740014884645e-05
JJ VBG CC ,2.4807740014884645e-05
NN IN DT NN NN CC JJ VBG ,2.4807740014884645e-05
NN CC NN NN NN ,2.4807740014884645e-05
NN TO NNS ,2.4807740014884645e-05
VBP DT NN JJ ,2.4807740014884645e-05
NN CC NN VB ,2.4807740014884645e-05
VB IN DT VBN ,2.4807740014884645e-05
JJ NNS CC NN ,2.4807740014884645e-05
NNS CC IN ,2.4807740014884645e-05
NN IN CC NNS ,2.4807740014884645e-05
JJ NN NNS NN ,2.4807740014884645e-05
NNS NN NN CC ,2.4807740014884645e-05
NN NNS CC NN NN NNS ,2.4807740014884645e-05
NN IN DT JJ JJ NN IN DT NN IN JJ ,2.4807740014884645e-05
DT CD ,2.4807740014884645e-05
CD DT ,2.4807740014884645e-05
VBZ DT JJ ,2.4807740014884645e-05
RB VBD NNS ,2.4807740014884645e-05
VB CC NN NN ,2.4807740014884645e-05
DT CC DT JJ ,2.4807740014884645e-05
CC DT JJ DT ,2.4807740014884645e-05
IN NN NN CC NN NNS ,2.4807740014884645e-05
VBP NN IN ,2.4807740014884645e-05
VBD VB JJ ,2.4807740014884645e-05
IN NN NNS IN ,2.4807740014884645e-05
IN DT DT NN NN IN CD CC PRP$ ,2.4807740014884645e-05
